Department,Crse,Title,Days,Time,Act,Instructor,Location,Type
ECE,30800,Systems Simulation And Control Laboratory,T,11:30 am-02:20 pm,11,"Shalini Khare (P), George Edward Hadley , Matthew A Swabey",EE 165,Laboratory
ECE,31100,Electric And Magnetic Fields,TR,03:00 pm-04:15 pm,76,Daniel S Elliott (P),EE 270,Lecture
ECE,31100,Electric And Magnetic Fields,MWF,09:30 am-10:20 am,52,Michael Raymond Melloch (P),EE 117,Lecture
ECE,32100,Electromechanical Motion Devices,MWF,01:30 pm-02:20 pm,58,Scott David Sudhoff (P),EE 117,Lecture
ECE,32300,Electromechanical Motion Devices and Systems Laboratory,T,07:30 am-10:20 am,9,Vineet kumar Pandey (P),EE 057,Laboratory
ECE,32300,Electromechanical Motion Devices and Systems Laboratory,R,07:30 am-10:20 am,13,Zachariah B Hughes (P),EE 057,Laboratory
ECE,32300,Electromechanical Motion Devices and Systems Laboratory,R,11:30 am-02:20 pm,13,Zachariah B Hughes (P),EE 057,Laboratory
ECE,32300,Electromechanical Motion Devices and Systems Laboratory,T,11:30 am-02:20 pm,14,Vineet kumar Pandey (P),EE 057,Laboratory
ECE,33700,ASIC Design Laboratory,R,11:30 am-02:20 pm,19,Mark Casey Johnson (P),EE 215,Laboratory
ECE,33700,ASIC Design Laboratory,T,02:30 pm-05:20 pm,19,Mark Casey Johnson (P),EE 215,Laboratory
ECE,33700,ASIC Design Laboratory,F,11:30 am-02:20 pm,19,Mark Casey Johnson (P),EE 215,Laboratory
ECE,33700,ASIC Design Laboratory,W,11:30 am-02:20 pm,16,Mark Casey Johnson (P),EE 215,Laboratory
ECE,33700,ASIC Design Laboratory,TR,09:30 am-10:20 am,90,Mark Casey Johnson (P),HAMP 1144,Lecture
ECE,33700,ASIC Design Laboratory,T,11:30 am-02:20 pm,17,Mark Casey Johnson (P),EE 215,Laboratory
ECE,36200,Microprocessor Systems And Interfacing,MWF,10:30 am-11:20 am,101,David George Meyer (P),WTHR 172,Lecture
ECE,36200,Microprocessor Systems And Interfacing,R,11:30 am-02:20 pm,15,David George Meyer (P),EE 058,Laboratory
ECE,36200,Microprocessor Systems And Interfacing,W,07:30 am-10:20 am,13,David George Meyer (P),EE 058,Laboratory
ECE,36200,Microprocessor Systems And Interfacing,T,11:30 am-02:20 pm,15,David George Meyer (P),EE 058,Laboratory
ECE,36200,Microprocessor Systems And Interfacing,R,07:30 am-10:20 am,14,David George Meyer (P),EE 058,Laboratory
ECE,36200,Microprocessor Systems And Interfacing,F,07:30 am-10:20 am,15,David George Meyer (P),EE 058,Laboratory
ECE,36200,Microprocessor Systems And Interfacing,T,07:30 am-10:20 am,14,David George Meyer (P),EE 058,Laboratory
ECE,36200,Microprocessor Systems And Interfacing,W,11:30 am-02:20 pm,15,David George Meyer (P),EE 058,Laboratory
ECE,36400,Software Engineering Tools Laboratory,M,11:30 am-12:20 pm,78,"Mark Casey Johnson (P), Ahmad A Gheith",MSEE B012,Laboratory Preparation
ECE,36400,Software Engineering Tools Laboratory,W,09:30 am-11:20 am,24,"Prashanth Purnananda (P), Ahmad A Gheith , Mark Casey Johnson",EE 206,Laboratory
ECE,36400,Software Engineering Tools Laboratory,T,01:30 pm-03:20 pm,23,"Mariam Zaim (P), Ahmad A Gheith , Mark Casey Johnson",EE 206,Laboratory
ECE,36400,Software Engineering Tools Laboratory,R,09:30 am-11:20 am,13,"Venkata Krishna Chaithanya Manam (P), Ahmad A Gheith , Mark Casey Johnson",EE 206,Laboratory
ECE,36400,Software Engineering Tools Laboratory,T,03:30 pm-05:20 pm,18,"Venkata Krishna Chaithanya Manam (P), Ahmad A Gheith , Mark Casey Johnson",EE 206,Laboratory
ECE,36800,Data Structures,TR,03:00 pm-04:15 pm,109,Arif Ghafoor (P),ME 1061,Lecture
ECE,36900,Discrete Mathematics For Computer Engineering,TR,10:30 am-11:45 am,70,Saurabh Bagchi (P),EE 270,Lecture
ECE,37900,Junior Participation In Vertically Integrated Projects (VIP) In Electrical And Computer Engineering,W,05:30 pm-06:20 pm,5,"Jan P Allebach (P), Alexander William Layton , Chun-Jung Tai , Ni Yan",EE 129,Lecture
ECE,37900,Junior Participation In Vertically Integrated Projects (VIP) In Electrical And Computer Engineering,W,05:30 pm-06:20 pm,26,"Jan P Allebach (P), Alexander William Layton , Chun-Jung Tai , Ni Yan",EE 129,Lecture
ECE,38200,Feedback System Analysis And Design,MWF,09:30 am-10:20 am,83,Chun-Sing George Lee (P),MSEE B012,Lecture
ECE,40000,Professional Development And Career Guidance,R,12:30 pm-01:20 pm,137,David J Love (P),EE 170,Lecture
ECE,40020,Sound Reinforcement System Design,TR,09:00 am-10:15 am,20,David George Meyer (P),MSEE 184,Lecture
ECE,40200,Electrical Engineering Design Projects,M,04:30 pm-05:20 pm,71,"Matthew A Swabey (P), Barrett Frank Robinson",EE 270,Lecture
ECE,40200,Electrical Engineering Design Projects,TR,07:30 am-10:20 am,15,"John Anthony Nyenhuis (P), Jungu Choi , Barrett Frank Robinson , Matthew A Swabey",EE 159,Laboratory
ECE,40200,Electrical Engineering Design Projects,WF,11:30 am-02:20 pm,13,"Edward John Delp (P), Jose D Esquitin Hinzpeter , Barrett Frank Robinson , Matthew A Swabey",EE 159,Laboratory
ECE,40200,Electrical Engineering Design Projects,TR,02:30 pm-05:20 pm,19,"Jianghai Hu (P), Alice Jou , Barrett Frank Robinson , Matthew A Swabey",EE 159,Laboratory
ECE,40200,Electrical Engineering Design Projects,TR,11:30 am-02:20 pm,14,"John Anthony Nyenhuis (P), Barrett Frank Robinson , Hengying Shan , Matthew A Swabey",EE 159,Laboratory
ECE,40200,Electrical Engineering Design Projects,WF,12:30 pm-03:20 pm,4,"Matthew A Swabey (P), Barrett Frank Robinson",EE 159,Laboratory
ECE,40200,Electrical Engineering Design Projects,TR,01:30 pm-04:20 pm,3,"Matthew A Swabey (P), Barrett Frank Robinson",EE 159,Laboratory
ECE,40200,Electrical Engineering Design Projects,M,04:30 pm-05:20 pm,3,"Matthew A Swabey (P), Barrett Frank Robinson",EE 270,Lecture
ECE,40200,Electrical Engineering Design Projects,T,10:30 am-01:20 pm,3,"Matthew A Swabey (P), Barrett Frank Robinson",EE 159,Laboratory
ECE,40400,Introduction To Computer Security,TR,04:30 pm-05:45 pm,49,"Avinash C Kak (P), Bharathkumar Comandurjagannathanraghunathan , Tanmay K Prakash",KNOY B033,Lecture
ECE,41400,Elements Of Electro And Fiber Optics,TR,09:00 am-10:15 am,14,Alexandra Boltasseva (P),EE 226,Lecture
ECE,41500,Electro- And Fiber Optics Laboratory,R,02:30 pm-05:20 pm,1,Abdullah Al Noman (P),MSEE S016,Laboratory
ECE,42300,Electromechanical Motion Control,MWF,11:30 am-12:20 pm,57,Oleg Wasynczuk (P),EE 270,Lecture
ECE,43300,Power Electronics,MWF,08:30 am-09:20 am,37,Steven Dean Pekarek (P),EE 117,Lecture
ECE,43700,Computer Design And Prototyping,MWF,03:30 pm-04:20 pm,60,T N Vijaykumar (P),ME 1052,Lecture
ECE,43700,Computer Design And Prototyping,F,07:30 am-10:20 am,15,T N Vijaykumar (P),POTR 360,Laboratory
ECE,43700,Computer Design And Prototyping,W,07:30 am-10:20 am,16,T N Vijaykumar (P),POTR 360,Laboratory
ECE,43700,Computer Design And Prototyping,T,02:30 pm-05:20 pm,13,T N Vijaykumar (P),POTR 360,Laboratory
ECE,43700,Computer Design And Prototyping,R,02:30 pm-05:20 pm,16,T N Vijaykumar (P),POTR 360,Laboratory
ECE,43800,Digital Signal Processing With Applications,MWF,03:30 pm-04:20 pm,45,Okan K Ersoy (P),EE 117,Lecture
ECE,43800,Digital Signal Processing With Applications,T,08:30 am-11:20 am,8,Okan K Ersoy (P),MSEE 190,Laboratory
ECE,43800,Digital Signal Processing With Applications,F,11:30 am-02:20 pm,15,Okan K Ersoy (P),MSEE 190,Laboratory
ECE,43800,Digital Signal Processing With Applications,R,11:30 am-02:20 pm,8,Okan K Ersoy (P),MSEE 190,Laboratory
ECE,43800,Digital Signal Processing With Applications,T,11:30 am-02:20 pm,14,Okan K Ersoy (P),MSEE 190,Laboratory
ECE,44000,Transmission Of Information,MWF,12:30 pm-01:20 pm,28,James S Lehnert (P),EE 005,Lecture
ECE,44000,Transmission Of Information,W,07:30 am-10:20 am,14,"Muhammad Salman Bashir (P), James S Lehnert",EE 165,Laboratory
ECE,44000,Transmission Of Information,R,11:30 am-02:20 pm,14,"Muhammad Salman Bashir (P), James S Lehnert",EE 165,Laboratory
ECE,45600,Digital Integrated Circuit Analysis And Design,TR,12:00 pm-01:15 pm,5,Saeed Mohammadi (P),EE 226,Lecture
ECE,46900,Operating Systems Engineering,TR,09:00 am-10:15 am,51,Y Charlie Hu (P),SMTH 118,Lecture
ECE,46900,Operating Systems Engineering,W,02:30 pm-05:20 pm,22,Y Charlie Hu (P),EE 206,Laboratory
ECE,46900,Operating Systems Engineering,F,11:30 am-02:20 pm,22,Y Charlie Hu (P),EE 206,Laboratory
ECE,46900,Operating Systems Engineering,F,02:30 pm-05:20 pm,7,Y Charlie Hu (P),EE 206,Laboratory
ECE,47300,Introduction To Artificial Intelligence,TR,10:30 am-11:45 am,16,Jeffrey M Siskind (P),EE 005,Lecture
ECE,47700,Digital Systems Senior Project,TR,01:30 pm-02:20 pm,71,David George Meyer (P),MSEE B012,Lecture
ECE,47700,Digital Systems Senior Project,W,07:30 am-09:20 am,27,David George Meyer (P),MSEE 184,Laboratory
ECE,47700,Digital Systems Senior Project,W,11:30 am-01:20 pm,44,David George Meyer (P),MSEE 184,Laboratory
ECE,48300,Digital Control Systems Analysis And Design,TR,03:00 pm-04:15 pm,21,Shreyas Sundaram (P),EE 226,Lecture
ECE,49595,Senior Design Special Projects,M,04:30 pm-05:20 pm,3,Matthew A Swabey (P),EE 270,Lecture
ECE,52800,Measurement And Stimulation Of The Nervous System,TR,01:30 pm-02:45 pm,9,Eugenio Culurciello (P),MJIS 1083,Lecture
ECE,55200,Introduction To Lasers,TR,03:00 pm-04:15 pm,28,Vladimir M Shalaev (P),WANG 2579,Lecture
ECE,55700,Integrated Circuit Fabrication Laboratory,M,02:30 pm-03:20 pm,11,David B Janes (P),EE 226,Lecture
ECE,56300,Programming Parallel Machines,MWF,02:30 pm-03:20 pm,59,Samuel P Midkiff (P),FRNY B124,Lecture
ECE,56800,Embedded Systems,TR,04:30 pm-05:45 pm,64,Vijay Raghunathan (P),EE 117,Lecture
ECE,58000,Optimization Methods For Systems And Control,MWF,12:30 pm-01:20 pm,81,Stanislaw H Zak (P),MJIS 1001,Lecture
ECE,59500,Digital Sys Design Automation,TR,01:30 pm-02:45 pm,28,Anand Raghunathan (P),ME 1009,Lecture
ECE,59500,RF & Micro Wireless Components,TR,09:00 am-10:15 am,28,Dimitrios Peroulis (P),BRNG 1222,Lecture
ECE,60000,Random Variables And Signals,TR,10:30 am-11:45 am,64,Mark R Bell (P),FRNY B124,Lecture
ECE,60200,Lumped System Theory,TR,10:30 am-11:45 am,31,Jianghai Hu (P),ME 1009,Lecture
ECE,60400,Electromagnetic Field Theory,MWF,10:30 am-11:20 am,19,Andrew M Weiner (P),EE 117,Lecture
ECE,60600,Solid State Devices,TR,12:00 pm-01:15 pm,15,Evgeniy E Narimanov (P),EE 117,Lecture
ECE,60800,Computational Models And Methods,TR,07:30 am-08:45 am,53,Irith Pomeranz (P),EE 270,Lecture
ECE,61700,Antennas: Design And Applications,TR,12:00 pm-01:15 pm,7,Kevin J Webb (P),FRNY B124,Lecture
ECE,63400,Digital Video Systems,TR,01:30 pm-02:45 pm,25,Amy R Reibman (P),EE 005,Lecture
ECE,63700,Digital Image Processing I,MWF,03:30 pm-04:20 pm,60,Charles A Bouman (P),WANG 2599,Lecture
ECE,64500,Estimation Theory,MWF,04:30 pm-05:20 pm,7,Ho Chan (P),EE 226,Lecture
ECE,64700,Performance Modeling Of Computer Communication Networks,MWF,12:30 pm-01:20 pm,13,Xiaojun Lin (P),EE 226,Lecture
ECE,65900,Quantum Phenomena In Semiconductors,MWF,02:30 pm-03:20 pm,25,Supriyo Datta (P),EE 117,Lecture
ECE,66600,Advanced Computer Systems,TR,09:00 am-10:15 am,8,Mithuna S Thottethodi (P),EE 115,Lecture
ECE,69400,Electrical And Computer Engineering Seminar,R,03:00 pm-04:15 pm,60,Gerhard Klimeck (P),EE 170,Lecture
IE,23000,Probability And Statistics In Engineering I,MWF,11:30 am-12:20 pm,173,Lu Liu (P),ME 1061,Lecture
IE,33000,Probability And Statistics In Engineering II,MWF,03:30 pm-04:20 pm,159,Steven J Landry (P),EE 170,Lecture
IE,33200,Computing In Industrial Engineering,MW,10:30 am-11:20 am,91,Mario Ventresca (P),ME 1130,Lecture
IE,33500,Operations Research - Optimization,MWF,12:30 pm-01:20 pm,149,Christopher J Quinn (P),MATH 175,Lecture
IE,33600,Operations Research - Stochastic Models,MW,04:30 pm-05:45 pm,142,Mihailo Stojnic (P),EE 170,Lecture
IE,34300,Engineering Economics,MWF,02:30 pm-03:20 pm,170,Thomas L Morin (P),EE 170,Lecture
IE,34300,Engineering Economics,MWF,04:30 pm-05:20 pm,162,Harshwardhan Aggarwal (P),MATH 175,Lecture
IE,37000,Manufacturing Processes I,MWF,08:30 am-09:20 am,118,Ramses Martinez (P),EE 170,Lecture
IE,47000,Manufacturing Processes II,MW,02:30 pm-03:20 pm,27,Chunghorng Richard Liu (P),MSEE B010,Lecture
IE,48400,Integrated Production Systems II,MW,11:30 am-12:20 pm,97,Seokcheon Lee (P),PHYS 203,Lecture
IE,48600,Work Analysis And Design II,MW,03:30 pm-04:20 pm,94,Ji Soo Yi (P),WTHR 104,Lecture
IE,53300,Industrial Applications Of Statistics,MWF,01:30 pm-02:20 pm,50,Seokcheon Lee (P),ARMS B071,Lecture
IE,55800,Safety Engineering,MWF,03:30 pm-04:20 pm,41,Vincent George Duffy (P),WANG 2555,Lecture
IE,57700,Human Factors In Engineering,MWF,02:30 pm-03:20 pm,61,Robert W Proctor (P),SMTH 118,Lecture
IE,59000,Collaborative Decision Support,MWF,09:30 am-10:20 am,20,Shimon Y Nof (P),MSEE B010,Lecture
IE,59000,Systems Tools & Methodologies,MWF,11:30 am-12:20 pm,6,Charles Robert Kenley (P),MSEE B010,Lecture
IE,59000,Practical Systems Thinking,MWF,09:30 am-10:20 am,1,Daniel Louis Dumbacher (P),EE 234,Lecture
IE,59000,Structured Engr Innovation,MWF,10:30 am-11:20 am,16,Chunghorng Richard Liu (P),WANG 2579,Lecture
IE,59000,Data Visualization Theory&Prac,MWF,10:30 am-11:20 am,16,Ji Soo Yi (P),WANG 2555,Lecture
IE,63000,Multiple Objective Optimization,MWF,10:30 am-11:20 am,23,Thomas L Morin (P),MSEE B010,Lecture
IE,67400,Computer And Communication Methods For Production Control,MWF,03:30 pm-04:20 pm,6,Shimon Y Nof (P),MSEE B010,Lecture
IE,69000,Quant Apprches To Human Assess,M,04:30 pm-07:20 pm,6,Sara Ann McComb (P),MSEE B010,Lecture
IE,69000,Gesture & Bodial Sys,MWF,12:30 pm-01:20 pm,7,Juan P Wachs (P),MSEE B010,Lecture
ME,20000,Thermodynamics I,MWF,07:30 am-08:20 am,70,Girish S Joglekar (P),ME 1130,Lecture
ME,20000,Thermodynamics I,MWF,10:30 am-11:20 am,119,Qingyan Chen (P),ME 1061,Lecture
ME,20000,Thermodynamics I,MWF,12:30 pm-01:20 pm,120,Qingyan Chen (P),ME 1130,Lecture
ME,20000,Thermodynamics I,MWF,02:30 pm-03:20 pm,120,David Erik Kittell (P),ME 1061,Lecture
ME,20000,Thermodynamics I,MWF,04:30 pm-05:20 pm,119,Sameer Vijaykumar Naik (P),ME 1130,Lecture
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",TR,08:30 am-09:20 am,128,"Morgan Daniel Murphy (P), Tahira N Reid",ME 1061,Lecture
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",TR,10:30 am-11:20 am,171,Tahira N Reid (P),FRNY G140,Lecture
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",F,08:30 am-09:20 am,11,Yiran Li (P),ME 2053,Practice Study Observation
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",W,04:30 pm-05:20 pm,24,"Klod Kokini (P), Shenli Yuan",ME 2028,Practice Study Observation
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",R,02:30 pm-03:20 pm,21,"Tamzidul Mina (P), Bin Yao",ME 2063,Practice Study Observation
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",F,04:30 pm-05:20 pm,24,"Benjamin Varughese Johnson (P), Tamzidul Mina",ME 2063,Practice Study Observation
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",F,12:30 pm-01:20 pm,24,"Shirley J Dyke (P), Benjamin Varughese Johnson",ME 2063,Practice Study Observation
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",F,10:30 am-11:20 am,24,"Shirley J Dyke (P), Christian Eduardo Silva",ME 2063,Practice Study Observation
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",R,08:30 am-09:20 am,19,"Chun-Pei Chen (P), Jyotish C Mishra",ME 2063,Practice Study Observation
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",W,01:30 pm-03:20 pm,17,Jaeyoung Kim (P),ME 2063,Laboratory
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",T,03:30 pm-05:20 pm,22,"Ayan Tuhinendu Sinha (P), Jianran Wang , Bin Yao",ME 2063,Laboratory
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",M,11:30 am-01:20 pm,24,"Joran Wyatt Booth (P), Ross W Carnahan , Hukam C Mongia",ME 2063,Laboratory
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",M,01:30 pm-03:20 pm,18,"Ross W Carnahan (P), Jaesik Hahn , Hukam C Mongia",ME 2063,Laboratory
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",T,11:30 am-01:20 pm,23,"Liang Yuchi (P), Christian Eduardo Silva",ME 2063,Laboratory
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",T,09:30 am-11:20 am,24,"Morgan Daniel Murphy (P), Udit Vyas",ME 2063,Laboratory
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",F,02:30 pm-03:20 pm,17,Jaeyoung Kim (P),ME 2063,Practice Study Observation
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",R,04:30 pm-05:20 pm,22,"Ayan Tuhinendu Sinha (P), Jianran Wang , Bin Yao",ME 2063,Practice Study Observation
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",F,12:30 pm-01:20 pm,24,"Joran Wyatt Booth (P), Ross W Carnahan , Hukam C Mongia",ME 2004,Practice Study Observation
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",F,02:30 pm-03:20 pm,18,"Ross W Carnahan (P), Jaesik Hahn , Hukam C Mongia",ME 2004,Practice Study Observation
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",R,12:30 pm-01:20 pm,23,"Liang Yuchi (P), Christian Eduardo Silva",ME 2063,Practice Study Observation
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",R,10:30 am-11:20 am,24,"Morgan Daniel Murphy (P), Udit Vyas",ME 2063,Practice Study Observation
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",W,03:30 pm-05:20 pm,24,"Benjamin Varughese Johnson (P), Tamzidul Mina",ME 2063,Laboratory
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",W,11:30 am-01:20 pm,24,"Shirley J Dyke (P), Benjamin Varughese Johnson",ME 2063,Laboratory
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",W,09:30 am-11:20 am,24,"Shirley J Dyke (P), Christian Eduardo Silva",ME 2063,Laboratory
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",M,07:30 am-09:20 am,11,"Yiran Li (P), Hukam C Mongia",ME 2063,Laboratory
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",T,07:30 am-09:20 am,19,"Chun-Pei Chen (P), Jyotish C Mishra",ME 2063,Laboratory
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",T,01:30 pm-03:20 pm,21,"Tamzidul Mina (P), Bin Yao",ME 2063,Laboratory
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",M,03:30 pm-05:20 pm,24,"Klod Kokini (P), Shenli Yuan",ME 2063,Laboratory
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",M,01:30 pm-03:20 pm,24,"Jieyu Lu (P), Jyotish C Mishra , Hukam C Mongia",ME 1006,Laboratory
ME,26300,"Introduction To Mechanical Engineering Design, Innovation And Entrepreneurship",W,02:30 pm-03:20 pm,24,"Jieyu Lu (P), Jyotish C Mishra , Hukam C Mongia",ME 1006,Practice Study Observation
ME,27000,Basic Mechanics I,MWF,09:30 am-10:20 am,95,James D Jones (P),ME 1130,Lecture
ME,27000,Basic Mechanics I,MWF,01:30 pm-02:20 pm,89,Ilias Bilionis (P),ME 1130,Lecture
ME,27000,Basic Mechanics I,MWF,03:30 pm-04:20 pm,80,Jeffrey K Ackerman (P),ME 1130,Lecture
ME,27400,Basic Mechanics II,MWF,08:30 am-09:20 am,167,Jeffrey Frederick Rhoads (P),ME 1061,Lecture
ME,27400,Basic Mechanics II,MWF,02:30 pm-03:20 pm,118,Justin E Seipel (P),ME 1130,Lecture
ME,27400,Basic Mechanics II,MWF,11:30 am-12:20 pm,116,David J Cappelleri (P),ME 1130,Lecture
ME,29000,Global Engineering Professional Seminar,R,02:30 pm-03:20 pm,145,Dianne L Atkinson (P),PHYS 112,Lecture
ME,29700,MEA Leadership Prgm,M,04:30 pm-05:20 pm,26,"James D Jones (P), Tarri Ann Brickler",ME 2004,Lecture
ME,29700,How Stuff Works Ldrshp,R,11:30 am-01:20 pm,3,"Kelly A Bondi (P), Tarri Ann Brickler , James D Jones , Trevor Ryan Lear , Alex J Wallace",ME 3006,Laboratory
ME,29700,How Stuff Works,R,11:30 am-01:20 pm,21,Tarri Ann Brickler (P),ME 3006,Laboratory
ME,29700,How Stuff Works,R,01:30 pm-03:20 pm,24,Tarri Ann Brickler (P),ME 3006,Laboratory
ME,29700,How Stuff Works,R,09:30 am-11:20 am,18,Tarri Ann Brickler (P),ME 3006,Laboratory
ME,29700,How Stuff Works Ldrshp,R,09:30 am-11:20 am,2,"James D Jones (P), Tarri Ann Brickler , Rebecca Elizabeth Schumm , Christopher Robert Spiers",ME 3006,Laboratory
ME,29700,How Stuff Works Ldrshp,R,01:30 pm-03:20 pm,1,"James D Jones (P), Tarri Ann Brickler , Austin James McDonald",ME 3006,Laboratory
ME,29700,First Leadership Class,T,06:00 pm-07:50 pm,53,George T Chiu (P),ME 1130,Lecture
ME,29700,Human Power Vehicle Design,R,03:30 pm-05:20 pm,12,John Gerald Nolfi (P),ME 2028,Lecture
ME,30000,Thermodynamics II,MWF,11:30 am-12:20 pm,73,Neera J Sundaram (P),ME 2061,Lecture
ME,30000,Thermodynamics II,MWF,02:30 pm-03:20 pm,73,Robert Paul Lucht (P),ME 2061,Lecture
ME,30000,Thermodynamics II,MWF,08:30 am-09:20 am,48,Steven F Son (P),ME 2061,Lecture
ME,30900,Fluid Mechanics,MWF,03:30 pm-04:20 pm,59,Reid Adam Berdanier (P),ME 2061,Lecture
ME,30900,Fluid Mechanics,MWF,01:30 pm-02:20 pm,55,Arezoo Motavalizadeh Ardekani (P),ME 2061,Lecture
ME,30900,Fluid Mechanics,T,02:30 pm-03:20 pm,21,Yujun Leng (P),ME 3006,Laboratory Preparation
ME,30900,Fluid Mechanics,T,09:30 am-10:20 am,22,Brett A Meyers (P),ME 3006,Laboratory Preparation
ME,30900,Fluid Mechanics,T,12:30 pm-01:20 pm,23,Brian H Jun (P),ME 3006,Laboratory Preparation
ME,30900,Fluid Mechanics,T,01:30 pm-02:20 pm,23,Yun Liu (P),ME 3006,Laboratory Preparation
ME,30900,Fluid Mechanics,T,08:30 am-09:20 am,20,Alan Lo (P),ME 3006,Laboratory Preparation
ME,30900,Fluid Mechanics,T,11:30 am-12:20 pm,21,Raviraj Vijay Thakur (P),ME 3006,Laboratory Preparation
ME,30900,Fluid Mechanics,MWF,10:30 am-11:20 am,57,Pavlos P Vlachos (P),ME 2061,Lecture
ME,30900,Fluid Mechanics,T,10:30 am-11:20 am,23,Melissa C Brindise (P),ME 3006,Laboratory Preparation
ME,30900,Fluid Mechanics,T,07:30 am-08:20 am,18,Weichao Wang (P),ME 3006,Laboratory Preparation
ME,31500,Heat And Mass Transfer,MWF,12:30 pm-01:20 pm,45,Liang Pan (P),ME 2061,Lecture
ME,31500,Heat And Mass Transfer,MWF,09:30 am-10:20 am,53,Jong Hyun Choi (P),ME 2061,Lecture
ME,31500,Heat And Mass Transfer,R,09:30 am-11:20 am,12,Vikrant Goyal (P),ME 1030B,Laboratory
ME,31500,Heat And Mass Transfer,R,03:30 pm-05:20 pm,12,Hanyu Zhang (P),ME 1030B,Laboratory
ME,31500,Heat And Mass Transfer,R,01:30 pm-03:20 pm,12,Zexi Lu (P),ME 1030B,Laboratory
ME,31500,Heat And Mass Transfer,T,07:30 am-09:20 am,6,Zuyuan Wang (P),ME 1030B,Laboratory
ME,31500,Heat And Mass Transfer,T,02:30 pm-03:20 pm,98,Issam Mudawar (P),PHYS 112,Practice Study Observation
ME,31500,Heat And Mass Transfer,R,11:30 am-01:20 pm,10,Xiangyu Gao (P),ME 1030B,Laboratory
ME,31500,Heat And Mass Transfer,R,07:30 am-09:20 am,4,Supriya P Dharkar (P),ME 1030B,Laboratory
ME,31500,Heat And Mass Transfer,T,09:30 am-11:20 am,7,Haorong Chen (P),ME 1030B,Laboratory
ME,31500,Heat And Mass Transfer,T,03:30 pm-05:20 pm,12,Xiangyu Li (P),ME 1030B,Laboratory
ME,31500,Heat And Mass Transfer,W,11:30 am-01:20 pm,12,Kunal Bansal (P),ME 1030B,Laboratory
ME,31500,Heat And Mass Transfer,W,01:30 pm-03:20 pm,11,Jingjing Shi (P),ME 1030B,Laboratory
ME,32300,Mechanics Of Materials,MWF,01:30 pm-02:20 pm,53,Kejie Zhao (P),ME 1052,Lecture
ME,32300,Mechanics Of Materials,MWF,08:30 am-09:20 am,42,Marisol Koslowski (P),ME 1052,Lecture
ME,32300,Mechanics Of Materials,MWF,11:30 am-12:20 pm,53,Nasir Bilal (P),ME 1052,Lecture
ME,35200,Machine Design I,MWF,07:30 am-08:20 am,69,Raymond J Cipra (P),ME 1061,Lecture
ME,35200,Machine Design I,MWF,12:30 pm-01:20 pm,125,Jitesh H Panchal (P),ME 1061,Lecture
ME,35200,Machine Design I,T,11:30 am-01:20 pm,14,Pramod Kumar Pramod Kumar (P),ME 2004,Laboratory
ME,35200,Machine Design I,W,07:30 am-09:20 am,14,Aditya A Walvekar (P),ME 3006,Laboratory
ME,35200,Machine Design I,T,01:30 pm-03:20 pm,14,Aditya A Walvekar (P),ME 2004,Laboratory
ME,35200,Machine Design I,M,03:30 pm-05:20 pm,14,Yousof Azizi (P),ME 1006,Laboratory
ME,35200,Machine Design I,M,03:30 pm-05:20 pm,14,Jyoti Mahadeo Jadhav (P),ME 3006,Laboratory
ME,35200,Machine Design I,M,01:30 pm-03:20 pm,14,Yousof Azizi (P),ME 3006,Laboratory
