Department,Crse,Title,Days,Time,Act,Instructor,Location,Type
CE,39201,Technical Communication In Civil Engineering,F,03:30 pm-04:20 pm,23,John C Tompkins (P),HAMP 1252,Lecture
CE,39201,Technical Communication In Civil Engineering,F,01:30 pm-02:20 pm,9,John C Tompkins (P),HAMP 2117,Recitation
CE,39201,Technical Communication In Civil Engineering,F,02:30 pm-03:20 pm,14,John C Tompkins (P),HAMP 2117,Recitation
CE,39800,Introduction To Civil Engineering Systems Design,TR,09:00 am-10:15 am,72,Satish V Ukkusuri (P),HIKS B853,Lecture
CE,41400,Building Mechnical And Electrical System Design,MWF,12:30 pm-01:20 pm,13,William Travis Horton (P),HAMP 2118,Lecture
CE,45700,Air Pollution Control And Design,TR,12:00 pm-01:15 pm,32,Robert Bertram Jacko (P),HAMP 3153,Lecture
CE,47000,Structural Steel Design,MW,10:30 am-11:20 am,30,Judy Liu (P),HAMP 3153,Lecture
CE,47000,Structural Steel Design,F,10:30 am-11:20 am,30,Judy Liu (P),HAMP 3153,Laboratory Preparation
CE,47000,Structural Steel Design,R,03:30 pm-05:20 pm,30,Mohamad-Fikre B Haj-Husein (P),HAMP 3153,Laboratory
CE,47300,Reinforced Concrete Design,MWF,09:30 am-10:20 am,52,Santiago Pujol (P),HAMP 1144,Lecture
CE,47300,Reinforced Concrete Design,M,02:30 pm-05:20 pm,23,Andrew S Wiese (P),HAMP 3144,Laboratory
CE,47300,Reinforced Concrete Design,T,02:30 pm-05:20 pm,29,Andrew S Wiese (P),SC 179,Laboratory
CE,47400,Structural Analysis II,MWF,01:30 pm-02:20 pm,33,Arun Prakash (P),HAMP 1252,Lecture
CE,48300,Geotechnical Engineering II,MWF,12:30 pm-01:20 pm,35,Antonio Bobet (P),HAMP 3153,Lecture
CE,49700,Railroad Engineering,MWF,10:30 am-11:20 am,23,Garrett D Jeong (P),HAMP 1113,Lecture
CE,49700,Cadastral Surveying,MW,01:30 pm-02:20 pm,13,Steven D Johnson (P),HAMP 3153,Lecture
CE,49800,Civil Engineering Design Project,TR,09:30 am-11:20 am,30,"Nicholas D Clark (P), Erica C Fischer",HAMP 2118,Laboratory
CE,49800,Civil Engineering Design Project,TR,08:30 am-09:20 am,83,Robert Bertram Jacko (P),HAMP 1144,Laboratory Preparation
CE,49800,Civil Engineering Design Project,TR,09:30 am-11:20 am,35,"Nicholas D Clark (P), Erica C Fischer",HAMP 3153,Laboratory
CE,49800,Civil Engineering Design Project,TR,09:30 am-11:20 am,18,"Nicholas D Clark (P), Erica C Fischer",HAMP 2123,Laboratory
CE,51300,Lighting In Buildings,T,11:30 am-01:20 pm,11,Athanasios Tzempelikos (P),SC 179,Laboratory
CE,51300,Lighting In Buildings,MW,04:30 pm-05:20 pm,11,Athanasios Tzempelikos (P),HAMP 3153,Lecture
CE,51401,Building Controls,TR,01:30 pm-02:45 pm,20,Ming Qu (P),HAMP 2123,Lecture
CE,52300,Selection And Utilization Of Construction Equipment,MWF,02:30 pm-03:20 pm,52,Phillip S Dunston (P),KNOY B033,Lecture
CE,53000,Properties And Production Of Concrete,MWF,12:30 pm-01:20 pm,53,William Jason Weiss (P),HAMP 1252,Lecture
CE,53500,Bituminous Materials And Mixtures,MF,02:30 pm-03:20 pm,21,John Ernest Haddock (P),HAMP 2123,Lecture
CE,53500,Bituminous Materials And Mixtures,W,02:30 pm-05:20 pm,21,John Ernest Haddock (P),HAMP 2123,Laboratory
CE,55900,Water Quality Modeling,MWF,09:30 am-10:20 am,18,Chad T Jafvert (P),HAMP 3153,Lecture
CE,56000,Public Mass Transportation,MWF,08:30 am-09:20 am,18,Jon D Fricker (P),HAMP 2123,Lecture
CE,56200,Geometric Design Of Highways,MW,09:30 am-10:20 am,9,Andrew P Tarko (P),HAMP 1113,Lecture
CE,56200,Geometric Design Of Highways,W,10:30 am-01:20 pm,9,Andrew P Tarko (P),HAMP 3144,Laboratory
CE,56800,Highway Infrastructure Management Systems,MWF,11:30 am-12:20 pm,21,Samuel Labi (P),HAMP 2118,Lectur
CE,57100,Earthquake Engineering,TR,09:00 am-10:15 am,29,Mete A Sozen (P),FRNY G124,Lecture
CE,57200,Prestressed Concrete Design,TR,12:00 pm-01:15 pm,28,Julio Alfonso Ramirez (P),ARMS 1109,Lecture
CE,59400,Transportation Systems Analysis,TR,12:00 pm-01:15 pm,20,Srinivas Peeta (P),HAMP 2123,Lecture
CE,59500,Finite Elements In Elasticity,MWF,02:30 pm-03:20 pm,32,Ghadir Haikal (P),HAMP 3153,Lecture
CE,59700,Geographic Information Systems,MWF,01:30 pm-02:20 pm,17,Jie Shan (P),HAMP 2123,Lecture
CE,59700,Digital Photogrammetric Sys,TR,04:30 pm-05:45 pm,12,Ayman F Habib (P),HAMP 2117,Lecture
CE,59700,Water Chemistry Env Eco Eng,TR,09:00 am-10:15 am,19,Inez Hua (P),HAMP 1113,Lecture
CE,59700,Water Supply In Dev Countries,M,03:30 pm-05:20 pm,6,"Bruce M Applegate (P), Ernest Rowland Blatchley , Kenneth Alan Foster , Vicki L Simpson",HAMP 2118,Lecture
CE,59700,Built Environment Modeling,TR,10:30 am-11:45 am,13,Hubo Cai (P),HAMP 1113,Lecture
CE,59700,Hyd Sed Trans Asp Steam Rest,MWF,01:30 pm-02:20 pm,21,Dennis A Lyn (P),HAMP 1113,Lecture
CE,59700,Sustainable Binders,MWF,09:30 am-10:20 am,8,Jan Olek (P),HAMP 2118,Lecture
CE,59700,Environmental Biotechnology,MWF,08:30 am-09:20 am,19,Zhi Zhou (P),HAMP 2118,Lecture
CE,59700,Polymers In Infrastr & Environ,MWF,01:30 pm-02:20 pm,8,Andrew J Whelton (P),HAMP 2118,Lecture
CE,59700,Anlys Plates & Shells,MWF,10:30 am-11:20 am,7,Sukru Guzey (P),HAMP 2118,Lecture
CE,59700,Intlgnt Mtrl & Struct Civl Eng,MWF,09:30 am-10:20 am,8,Bin Xu (P),HAMP 2123,Lecture
CE,59700,Brkth Thnkg Complx,W,09:30 am-10:20 am,20,Joseph V Sinfield (P),ME 1006,Lecture
CE,61500,Statistical And Econometric Methods II,T,05:30 pm-08:20 pm,22,Fred Laires Mannering (P),HAMP 2118,Lecture
CE,67100,Behavior Of Metal Structures,MWF,11:30 am-12:20 pm,23,Robert J Connor (P),HAMP 3153,Lecture
CE,67401,Bridge Engineering,MWF,08:30 am-09:20 am,11,Mark Douglas Bowman (P),HAMP 3153,Lecture
CE,68100,Engineering Properties Of Soils,MW,10:30 am-11:20 am,9,Maria Caterina Santagata (P),HAMP 2123,Lecture
CE,68100,Engineering Properties Of Soils,F,10:30 am-01:20 pm,9,Maria Caterina Santagata (P),HAMP G150A,Laboratory
CE,68600,Underground Construction,MW,05:30 pm-06:45 pm,20,Antonio Bobet (P),HAMP 2102,Lecture
CE,69100,CE Sem-Hydraul & Hyd,W,02:30 pm-03:20 pm,16,Dennis A Lyn (P),HAMP 1252,Lecture
CE,69100,CE Sem-Geomatics,W,03:30 pm-04:20 pm,4,James Samuel Bethel (P),HAMP 2118,Lecture
CE,69100,CE Sem-Structural,T,04:30 pm-05:20 pm,27,Sukru Guzey (P),HAMP 1144,Lecture
CE,69100,CE Sem-Transportation,T,03:30 pm-04:20 pm,31,Kumares C Sinha (P),HAMP 1144,Lecture
CE,69100,CE-Sem Gr Stdnt Orient,R,09:30 am-10:20 am,16,Dulcy M Abraham (P),HAMP 2101,Lecture
CE,69700,Satellite Photogrammtry,MWF,08:30 am-09:20 am,11,James Samuel Bethel (P),HAMP 1113,Lecture
CE,69700,SAR Interferometry,MWF,04:30 pm-05:20 pm,4,Daniele Perissin (P),HAMP 2101,Lecture
CEM,20100,Life Cycle Engineering And Management Of Constructed Facilities,MWF,10:30 am-11:20 am,13,Dulcy M Abraham (P),HAMP 1144,Lecture
CEM,28000,Construction Engineering Professional Development I,T,01:30 pm-02:20 pm,25,Brandon Michael Fulk (P),HAMP 1113,Lecture
CEM,30200,Practical Applications For Construction Engineering,MWF,11:30 am-12:20 pm,15,Victor P Gervais (P),HAMP 1113,Lecture
CEM,49700,Facilities Engr & Mgmt,M,05:30 pm-08:20 pm,3,Theodore J Weidner (P),HAMP 1113,Lecture
CEM,49700,Construction Means & Methods,TR,03:00 pm-04:15 pm,17,Brandon Michael Fulk (P),HAMP 2123,Lecture
CHE,20100,Cooperative Seminar I,T,04:30 pm-05:20 pm,22,Gabriela Nagy (P),FRNY B124,Lecture
CHE,20500,Chemical Engineering Calculations,MWF,10:30 am-11:20 am,61,Bryan W Boudouris (P),EE 270,Lecture
CHE,20500,Chemical Engineering Calculations,F,08:30 am-09:20 am,27,Ridade Sayin (P),FRNY 1043,Recitation
CHE,20500,Chemical Engineering Calculations,F,02:30 pm-03:20 pm,34,Edward Philips Tomlinson (P),FRNY 1043,Recitation
CHE,21100,Introductory Chemical Engineering Thermodynamics,MWF,08:30 am-09:20 am,139,Elias I Franses (P),FRNY G140,Lecture
CHE,21100,Introductory Chemical Engineering Thermodynamics,T,03:30 pm-04:20 pm,48,Hee-joon Chun (P),FRNY 1043,Recitation
CHE,21100,Introductory Chemical Engineering Thermodynamics,R,04:30 pm-05:20 pm,45,Xin Zhao (P),FRNY 1043,Recitation
CHE,21100,Introductory Chemical Engineering Thermodynamics,R,03:30 pm-04:20 pm,46,Vu Thien Tran (P),FRNY 1043,Recitation
CHE,30000,Chemical Engineering Seminar,W,03:30 pm-04:20 pm,155,Gabriela Nagy (P),FRNY G140,Lecture
CHE,30100,Cooperative Seminar II,T,04:30 pm-05:20 pm,27,Gabriela Nagy (P),FRNY B124,Lecture
CHE,30600,Design Of Staged Separation Processes,MWF,09:30 am-10:20 am,16,Phillip Charles Wankat (P),FRNY B124,Lecture
CHE,30600,Design Of Staged Separation Processes,W,07:30 am-09:20 am,16,Seung hyun Sung (P),FRNY 1043,Practice Study Observation
CHE,32000,Statistical Modeling And Quality Enhancement,MWF,11:30 am-12:20 pm,233,Kendall T Thomson (P),FRNY G140,Lecture
CHE,32000,Statistical Modeling And Quality Enhancement,R,01:30 pm-03:20 pm,30,Pushpak N Bhandari (P),FRNY 1033,Practice Study Observation
CHE,32000,Statistical Modeling And Quality Enhancement,R,07:30 am-09:20 am,29,Jennifer Lu (P),FRNY 1033,Practice Study Observation
CHE,32000,Statistical Modeling And Quality Enhancement,T,07:30 am-09:20 am,29,Jennifer Lu (P),FRNY 1033,Practice Study Observation
CHE,32000,Statistical Modeling And Quality Enhancement,R,11:30 am-01:20 pm,29,Yang Yang (P),FRNY 1033,Practice Study Observation
CHE,32000,Statistical Modeling And Quality Enhancement,M,03:30 pm-05:20 pm,30,Christopher D Hagmann (P),FRNY 1033,Practice Study Observation
CHE,32000,Statistical Modeling And Quality Enhancement,R,09:30 am-11:20 am,29,Yang Yang (P),FRNY 1033,Practice Study Observation
CHE,32000,Statistical Modeling And Quality Enhancement,M,09:30 am-11:20 am,29,Christopher D Hagmann (P),FRNY 1033,Practice Study Observation
CHE,32000,Statistical Modeling And Quality Enhancement,R,03:30 pm-05:20 pm,28,Pushpak N Bhandari (P),FRNY 1033,Practice Study Observation
CHE,34800,Chemical Reaction Engineering,MWF,10:30 am-11:20 am,105,Jeffrey P Greeley (P),FRNY G140,Lecture
CHE,34800,Chemical Reaction Engineering,T,11:30 am-12:45 pm,22,Tej Salil Choksi (P),PHYS 201,Recitation
CHE,34800,Chemical Reaction Engineering,R,11:30 am-12:45 pm,17,Tej Salil Choksi (P),PHYS 201,Recitation
CHE,34800,Chemical Reaction Engineering,T,01:30 pm-03:20 pm,20,Christopher Rocky Anthony (P),FRNY G111,Laboratory
CHE,34800,Chemical Reaction Engineering,T,01:30 pm-02:45 pm,20,Christopher Rocky Anthony (P),ARMS 1103,Recitation
CHE,34800,Chemical Reaction Engineering,T,11:30 am-01:20 pm,22,Tej Salil Choksi (P),FRNY G111,Laboratory
CHE,34800,Chemical Reaction Engineering,R,11:30 am-01:20 pm,17,Tej Salil Choksi (P),FRNY G111,Laboratory
CHE,34800,Chemical Reaction Engineering,R,01:30 pm-03:20 pm,13,Christopher Rocky Anthony (P),FRNY G111,Laboratory
CHE,34800,Chemical Reaction Engineering,T,09:30 am-11:20 am,22,Oscar C Sanchez-Medina (P),FRNY G111,Laboratory
CHE,34800,Chemical Reaction Engineering,R,01:30 pm-02:45 pm,13,Christopher Rocky Anthony (P),HAMP 1266,Recitation
CHE,34800,Chemical Reaction Engineering,T,09:30 am-10:45 am,22,Oscar C Sanchez-Medina (P),HAMP 2101,Recitation
CHE,34800,Chemical Reaction Engineering,R,09:30 am-10:45 am,11,Oscar C Sanchez-Medina (P),PHYS 201,Recitation
CHE,34800,Chemical Reaction Engineering,R,09:30 am-11:20 am,11,Oscar C Sanchez-Medina (P),FRNY G111,Laboratory
CHE,37700,Momentum Transfer,MWF,12:30 pm-01:20 pm,69,Osman A Basaran (P),FRNY G124,Lecture
CHE,37700,Momentum Transfer,R,11:30 am-12:45 pm,24,"Pritish M Kamat (P), Jialiang Tang",HAMP 2108,Recitation
CHE,37700,Momentum Transfer,R,11:30 am-01:20 pm,24,"Pritish M Kamat (P), Jialiang Tang",FRNY G111,Laboratory
CHE,37700,Momentum Transfer,R,01:30 pm-02:45 pm,23,"Pritish M Kamat (P), Jialiang Tang",ARMS 1103,Recitation
CHE,37700,Momentum Transfer,R,01:30 pm-03:20 pm,23,"Pritish M Kamat (P), Jialiang Tang",FRNY G111,Laboratory
CHE,37700,Momentum Transfer,R,09:30 am-10:45 am,22,"Pritish M Kamat (P), Jialiang Tang",LAMB 108,Recitation
CHE,37700,Momentum Transfer,R,09:30 am-11:20 am,22,"Pritish M Kamat (P), Jialiang Tang",FRNY G111,Laboratory
CHE,37800,Heat And Mass Transfer,MWF,02:30 pm-03:20 pm,84,David S Corti (P),FRNY G140,Lecture
CHE,37800,Heat And Mass Transfer,T,11:30 am-12:45 pm,21,Rohit Jaini (P),FRNY 1043,Recitation
CHE,37800,Heat And Mass Transfer,T,09:30 am-10:45 am,15,Oluwamayowa O Adigun (P),FRNY 1043,Recitation
CHE,37800,Heat And Mass Transfer,R,09:30 am-11:20 am,16,Oluwamayowa O Adigun (P),FRNY G111,Laboratory
CHE,37800,Heat And Mass Transfer,R,09:30 am-10:45 am,16,Oluwamayowa O Adigun (P),FRNY 1043,Recitation
CHE,37800,Heat And Mass Transfer,T,11:30 am-01:20 pm,21,Rohit Jaini (P),FRNY G111,Laboratory
CHE,37800,Heat And Mass Transfer,T,09:30 am-11:20 am,15,Oluwamayowa O Adigun (P),FRNY G111,Laboratory
CHE,37800,Heat And Mass Transfer,R,11:30 am-12:45 pm,17,Rohit Jaini (P),FRNY 1043,Recitation
CHE,37800,Heat And Mass Transfer,R,01:30 pm-02:45 pm,15,Agnes J Mendonca (P),FRNY 1043,Recitation
CHE,37800,Heat And Mass Transfer,R,11:30 am-01:20 pm,17,Rohit Jaini (P),FRNY G111,Laboratory
CHE,37800,Heat And Mass Transfer,R,01:30 pm-03:20 pm,15,Agnes J Mendonca (P),FRNY G111,Laboratory
CHE,43500,Chemical Engineering Laboratory,TR,01:30 pm-04:20 pm,30,Nien-Hwa L Wang (P),FRNY G014,Laboratory
CHE,43500,Chemical Engineering Laboratory,TR,10:30 am-01:20 pm,30,Vilas Ganpat Pol (P),FRNY G014,Laboratory
CHE,43500,Chemical Engineering Laboratory,MW,08:30 am-11:20 am,29,Enrico Martinez Sainz (P),FRNY G014,Laboratory
CHE,43500,Chemical Engineering Laboratory,M,03:30 pm-04:20 pm,30,Vilas Ganpat Pol (P),HAMP 1266,Laboratory Preparation
CHE,43500,Chemical Engineering Laboratory,M,03:30 pm-04:20 pm,30,Nien-Hwa L Wang (P),ARMS 1103,Laboratory Preparation
CHE,43500,Chemical Engineering Laboratory,M,03:30 pm-04:20 pm,29,Enrico Martinez Sainz (P),FRNY 1043,Laboratory Preparation
CHE,43500,Chemical Engineering Laboratory,M,04:30 pm-05:20 pm,89,"Enrico Martinez Sainz (P), Vilas Ganpat Pol , Nien-Hwa L Wang",FRNY G140,Lecture
CHE,44200,Chemistry And Engineering Of High Polymers,MWF,12:30 pm-01:20 pm,25,"James M Caruthers (P), You-Yeon Won",FRNY B124,Lecture
CHE,45000,Design And Analysis Of Processing Systems,T,03:30 pm-05:20 pm,27,Mark J Koeper (P),FRNY 1033,Laboratory
CHE,45000,Design And Analysis Of Processing Systems,W,09:30 am-11:20 am,29,Michael L Bynum (P),FRNY 1033,Laboratory
CHE,45000,Design And Analysis Of Processing Systems,T,11:30 am-01:20 pm,29,Michael L Bynum (P),FRNY 1033,Laboratory
CHE,45000,Design And Analysis Of Processing Systems,W,01:30 pm-03:20 pm,24,Jianfeng Liu (P),FRNY 1033,Laboratory
CHE,45000,Design And Analysis Of Processing Systems,T,09:30 am-11:20 am,26,Michael L Bynum (P),FRNY 1033,Laboratory
CHE,45000,Design And Analysis Of Processing Systems,T,01:30 pm-03:20 pm,22,Conor D Parks (P),FRNY 1033,Laboratory
CHE,45000,Design And Analysis Of Processing Systems,MWF,11:30 am-12:20 pm,157,"Jeffrey J Siirola (P), Rakesh Agrawal , Carl D Laird , Gintaras V Reklaitis",EE 170,Lecture
CHE,53600,Particulate Systems,MWF,10:30 am-11:20 am,12,James Donald Litster (P),FRNY G124,Lecture
CHE,59700,Chm Process Tech & Ind Strctr,TR,01:30 pm-02:45 pm,27,Jeffrey J Siirola (P),FRNY G124,Lecture
CHE,59700,Engr Appl Biological Molecules,MWF,09:30 am-10:20 am,10,Chongli Yuan (P),FRNY G124,Lecture
CHE,62100,Advanced Transport Phenomena II,MWF,11:30 am-12:20 pm,10,Sangtae Kim (P),FRNY G124,Lecture
CHE,63200,Linear Operator Methods In Chemical Engineering,TR,12:00 pm-01:15 pm,5,Doraiswami Ramkrishna (P),FRNY G124,Lecture
CHE,66000,Chemical Reaction Engineering,TR,10:30 am-11:45 am,26,Rajamani P Gounder (P),FRNY G124,Lecture
CHE,66200,Catalysis,TR,03:00 pm-04:15 pm,22,Fabio H Ribeiro (P),FRNY G124,Lecture
CHE,66800,Colloidal And Interfacial Phenomena,MWF,01:30 pm-02:20 pm,14,You-Yeon Won (P),FRNY G124,Lecture
CHE,68500,Educational Methods In Engineering,T,01:30 pm-04:20 pm,1,Phillip Charles Wankat (P),KNOY B029,Lecture
CHE,69000,Seminar In Chemical Engineering,TR,09:00 am-10:15 am,114,Arvind Varma (P),FRNY G140,Lecture
CHE,69700,Chem Engr Teaching Experience,M,05:30 pm-06:20 pm,26,Kendall T Thomson (P),FRNY G124,Lecture
CHE,69700,Approaches To Chem Eng Res,T,01:30 pm-02:20 pm,12,John A Morgan (P),FRNY B121,Lecture
CHE,69700,Crystallization Systems In ChE,TR,04:30 pm-05:45 pm,9,Zoltan Nagy (P),FRNY G124,Lecture
ECE,20000,Electrical And Computer Engineering Seminar,R,10:30 am-11:20 am,93,Angela Sue Jones Rainwater (P),EE 170,Lecture
ECE,20100,Linear Circuit Analysis I,MWF,01:30 pm-02:20 pm,124,Byunghoo Jung (P),EE 170,Lecture
ECE,20200,Linear Circuit Analysis II,MWF,07:30 am-08:20 am,125,Raymond A Decarlo (P),EE 170,Lecture
ECE,20200,Linear Circuit Analysis II,MWF,03:30 pm-04:20 pm,96,Eric Scott Furgason (P),MSEE B012,Lecture
ECE,20200,Linear Circuit Analysis II,MWF,11:30 am-12:20 pm,86,Raymond A Decarlo (P),HORT 117,Lecture
ECE,20700,Electronic Measurement Techniques,R,07:30 am-10:20 am,29,"Yukun An (P), Joon Young Kim , Matthew A Swabey",EE 163,Laboratory
ECE,20700,Electronic Measurement Techniques,R,11:30 am-02:20 pm,30,"Chamika Mihiranga Liyanagedera (P), Joon Young Kim , Matthew A Swabey",EE 161,Laboratory
ECE,20700,Electronic Measurement Techniques,T,11:30 am-02:20 pm,31,"Chamika Mihiranga Liyanagedera (P), Joon Young Kim , Matthew A Swabey",EE 161,Laboratory
ECE,20700,Electronic Measurement Techniques,T,07:30 am-10:20 am,26,"Orchi Hassan (P), Joon Young Kim , Matthew A Swabey",EE 161,Laboratory
ECE,20700,Electronic Measurement Techniques,T,07:30 am-10:20 am,28,"Yukun An (P), Joon Young Kim , Matthew A Swabey",EE 163,Laboratory
ECE,20700,Electronic Measurement Techniques,W,07:30 am-10:20 am,27,"Maliha Hossain (P), Joon Young Kim , Matthew A Swabey",EE 163,Laboratory
ECE,20700,Electronic Measurement Techniques,W,11:30 am-02:20 pm,29,"Joon Young Kim (P), Matthew A Swabey",EE 161,Laboratory
ECE,20700,Electronic Measurement Techniques,T,11:30 am-02:20 pm,30,"Jhalak Patel (P), Joon Young Kim , Matthew A Swabey",EE 163,Laboratory
ECE,20700,Electronic Measurement Techniques,W,07:30 am-10:20 am,27,"Jianxin Sun (P), Joon Young Kim , Matthew A Swabey",EE 161,Laboratory
ECE,20700,Electronic Measurement Techniques,F,07:30 am-10:20 am,24,"Jianxin Sun (P), Joon Young Kim , Matthew A Swabey",EE 161,Laboratory
ECE,20700,Electronic Measurement Techniques,R,11:30 am-02:20 pm,30,"Jhalak Patel (P), Joon Young Kim , Matthew A Swabey",EE 163,Laboratory
ECE,20700,Electronic Measurement Techniques,W,11:30 am-02:20 pm,30,"Zhulin Peng (P), Joon Young Kim , Matthew A Swabey",EE 163,Laboratory
ECE,20700,Electronic Measurement Techniques,F,07:30 am-10:20 am,16,"Maliha Hossain (P), Joon Young Kim , Matthew A Swabey",EE 163,Laboratory
ECE,20700,Electronic Measurement Techniques,R,07:30 am-10:20 am,25,"Orchi Hassan (P), Joon Young Kim , Matthew A Swabey",EE 161,Laboratory
ECE,20700,Electronic Measurement Techniques,F,11:30 am-02:20 pm,26,"Pavan Koundinya (P), Joon Young Kim , Matthew A Swabey",EE 161,Laboratory
ECE,20800,Electronic Devices And Design Laboratory,T,11:30 am-02:20 pm,24,"Yubo Sun (P), Andrew David Balmos , Matthew A Swabey",EE 167,Laboratory
ECE,20800,Electronic Devices And Design Laboratory,R,02:30 pm-05:20 pm,24,"Rishi Naidu (P), Andrew David Balmos , Matthew A Swabey",EE 167,Laboratory
ECE,20800,Electronic Devices And Design Laboratory,W,07:30 am-10:20 am,8,"Andrew David Balmos (P), Matthew A Swabey",EE 167,Laboratory
ECE,20800,Electronic Devices And Design Laboratory,F,07:30 am-10:20 am,6,"Yubo Sun (P), Andrew David Balmos , Matthew A Swabey",EE 167,Laboratory
ECE,20800,Electronic Devices And Design Laboratory,T,02:30 pm-05:20 pm,24,"Soonam Lee (P), Andrew David Balmos , Matthew A Swabey",EE 167,Laboratory
ECE,20800,Electronic Devices And Design Laboratory,R,07:30 am-10:20 am,19,"Shaobo Fang (P), Andrew David Balmos , Matthew A Swabey",EE 167,Laboratory
ECE,20800,Electronic Devices And Design Laboratory,T,07:30 am-10:20 am,21,"Dahjung Chung (P), Andrew David Balmos , Matthew A Swabey",EE 167,Laboratory
ECE,20800,Electronic Devices And Design Laboratory,F,11:30 am-02:20 pm,20,"Shaobo Fang (P), Andrew David Balmos , Matthew A Swabey",EE 167,Laboratory
ECE,20800,Electronic Devices And Design Laboratory,W,11:30 am-02:20 pm,24,"Soonam Lee (P), Andrew David Balmos , Matthew A Swabey",EE 167,Laboratory
ECE,20800,Electronic Devices And Design Laboratory,W,02:30 pm-05:20 pm,21,"Dahjung Chung (P), Andrew David Balmos , Matthew A Swabey",EE 167,Laboratory
ECE,25500,Introduction To Electronic Analysis And Design,MWF,02:30 pm-03:20 pm,115,"Pratik Kashyap (P), Alexander V Kildishev",BRNG 2280,Lecture
ECE,25500,Introduction To Electronic Analysis And Design,TR,12:00 pm-01:15 pm,116,Babak Ziaie (P),WTHR 104,Lecture
ECE,26400,Advanced C Programming,MWF,08:30 am-09:20 am,104,Cheng-Kok Koh (P),PHYS 223,Lecture
ECE,26400,Advanced C Programming,TR,04:30 pm-05:45 pm,17,Robert L Givan (P),EE 115,Lecture
ECE,27000,Introduction To Digital System Design,F,10:30 am-01:20 pm,30,"Cordelia M Brown (P), David George Meyer",EE 350,Laboratory
ECE,27000,Introduction To Digital System Design,F,01:30 pm-04:20 pm,27,"Cordelia M Brown (P), David George Meyer",EE 350,Laboratory
ECE,27000,Introduction To Digital System Design,W,01:30 pm-04:20 pm,29,"Cordelia M Brown (P), David George Meyer",EE 350,Laboratory
ECE,27000,Introduction To Digital System Design,R,07:30 am-10:20 am,19,"Cordelia M Brown (P), David George Meyer",EE 350,Laboratory
ECE,27000,Introduction To Digital System Design,T,11:30 am-02:20 pm,30,"Cordelia M Brown (P), David George Meyer",EE 350,Laboratory
ECE,27000,Introduction To Digital System Design,W,10:30 am-01:20 pm,29,"Cordelia M Brown (P), David George Meyer",EE 350,Laboratory
ECE,27000,Introduction To Digital System Design,MWF,04:30 pm-05:20 pm,260,"Cordelia M Brown (P), David George Meyer",WTHR 200,Lecture
ECE,27000,Introduction To Digital System Design,R,02:30 pm-05:20 pm,28,"Cordelia M Brown (P), David George Meyer",EE 350,Laboratory
ECE,27000,Introduction To Digital System Design,R,11:30 am-02:20 pm,29,"Cordelia M Brown (P), David George Meyer",EE 350,Laboratory
ECE,27000,Introduction To Digital System Design,T,07:30 am-10:20 am,10,"Cordelia M Brown (P), David George Meyer",EE 350,Laboratory
ECE,27000,Introduction To Digital System Design,T,02:30 pm-05:20 pm,29,"Cordelia M Brown (P), David George Meyer",EE 350,Laboratory
ECE,27900,Sophomore Participation In Vertically Integrated Projects In Electrical And Computer Engineering,W,05:30 pm-06:20 pm,8,"Jan P Allebach (P), Alexander William Layton , Chun-Jung Tai , Ni Yan",EE 129,Lecture
ECE,27900,Sophomore Participation In Vertically Integrated Projects In Electrical And Computer Engineering,W,05:30 pm-06:20 pm,12,"Jan P Allebach (P), Alexander William Layton , Chun-Jung Tai , Ni Yan",EE 129,Lecture
ECE,30100,Signals And Systems,TR,04:30 pm-05:45 pm,123,Michael D Zoltowski (P),PHYS 114,Lecture
ECE,30100,Signals And Systems,MWF,04:30 pm-05:20 pm,50,Chih-Chun Wang (P),ME 2061,Lecture
ECE,30200,Probabilistic Methods In Electrical And Computer Engineering,MWF,12:30 pm-01:20 pm,52,Saul B Gelfand (P),WTHR 172,Lecture
ECE,30200,Probabilistic Methods In Electrical And Computer Engineering,MWF,03:30 pm-04:20 pm,105,Mary L Comer (P),WTHR 172,Lecture
ECE,30500,Semiconductor Devices,MWF,08:30 am-09:20 am,46,Mark Steven Lundstrom (P),MSEE B012,Lecture
ECE,30500,Semiconductor Devices,MWF,02:30 pm-03:20 pm,15,Muhammad Ashraful Alam (P),UNIV 001,Lecture
ECE,30600,Electronic Circuits And Systems Laboratory,T,02:30 pm-05:20 pm,7,"Rithesh Rajagopalan Iyer (P), George Edward Hadley , Matthew A Swabey",EE 165,Laboratory
ECE,30600,Electronic Circuits And Systems Laboratory,T,07:30 am-10:20 am,4,"Sayan Roy (P), George Edward Hadley , Matthew A Swabey",EE 165,Laboratory
ECE,30600,Electronic Circuits And Systems Laboratory,R,02:30 pm-05:20 pm,9,"Rithesh Rajagopalan Iyer (P), George Edward Hadley , Matthew A Swabey",EE 165,Laboratory
ECE,30600,Electronic Circuits And Systems Laboratory,W,11:30 am-02:20 pm,10,"Sayan Roy (P), George Edward Hadley , Matthew A Swabey",EE 165,Laboratory
ECE,30700,Electromagnetic Fields And Waves Laboratory,W,02:30 pm-05:20 pm,12,"Matthew A Swabey (P), George Edward Hadley , Jack Douglas Williams",WANG 3014A,Laboratory
ECE,30800,Systems Simulation And Control Laboratory,W,02:30 pm-05:20 pm,13,"Shalini Khare (P), George Edward Hadley , Matthew A Swabey",EE 165,Laboratory
