Department,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Type
AAE,42100,1,PWL,3,Flight Dynamics And Control,MWF,07:30 am-08:20 am,40,52,-12,0,0,0,0,0,0,Dominick Andrisani (P),01/12-05/02,ARMS 1109,Lecture
AAE,45000,1,PWL,3,Spacecraft Design,TR,11:30 am-12:20 pm,55,51,4,0,0,0,0,0,0,James M Longuski (P),01/12-05/02,ARMS B071,Lecture
AAE,45000,2,PWL,0,Spacecraft Design,R,07:30 am-10:20 am,55,51,4,0,0,0,0,0,0,James M Longuski (P),01/12-05/02,ARMS 1109,Laboratory
AAE,45000,3,PWL,3,Spacecraft Design,T,03:30 pm-05:20 pm,2,2,0,0,0,0,0,0,0,Timothee Louis Pourpoint (P),01/12-05/02,CHAF 101,Lecture
AAE,45000,4,PWL,0,Spacecraft Design,R,03:00 pm-05:50 pm,2,2,0,0,0,0,0,0,0,Timothee Louis Pourpoint (P),01/12-05/02,CHAF 101,Laboratory
AAE,45100,3,PWL,3,Aircraft Design,TR,09:30 am-10:20 am,55,60,-5,0,0,0,0,0,0,William A Crossley (P),01/12-05/02,FRNY B124,Lecture
AAE,45100,10,PWL,0,Aircraft Design,T,01:30 pm-04:20 pm,55,60,-5,0,0,0,0,0,0,William A Crossley (P),01/12-05/02,FRNY B124,Laboratory
AAE,45100,11,PWL,0,Aircraft Design,F,10:30 am-01:20 pm,1,1,0,0,0,0,11,9,2,John P Sullivan (P),01/12-05/02,ARMS 3118,Laboratory
AAE,45100,12,PWL,3,Aircraft Design,MW,11:00 am-11:50 am,1,1,0,0,0,0,11,9,2,John P Sullivan (P),01/12-05/02,ARMS 3118,Lecture
AAE,45300,1,PWL,3,Matrix Methods In Aerospace Structures,MWF,04:30 pm-05:20 pm,40,24,16,0,0,0,0,0,0,Vikas Tomar (P),01/12-05/02,ARMS 1021,Lecture
AAE,45400,1,PWL,3,Design Of Aerospace Structures,MWF,11:30 am-12:20 pm,40,39,1,0,0,0,0,0,0,Alten F Grandt (P),01/12-05/02,ARMS 1021,Lect
AAE,49000,9,PWL,3,Flight Test,MWF,09:30 am-10:20 am,30,28,2,0,0,0,0,0,0,Dominick Andrisani (P),01/12-05/02,ARMS 1021,Lecture
AAE,51200,WNG,PWL,3,Computational Aerodynamics,MWF,01:30 pm-02:20 pm,45,44,1,0,0,0,0,0,0,Tom I-P Shih (P),01/12-05/02,WANG 2579,Lecture
AAE,51400,WNG,PWL,3,Intermediate Aerodynamics,TR,09:00 am-10:15 am,45,45,0,0,0,0,0,0,0,Sally Pm Bane (P),01/12-05/02,WANG 2579,Lecture
AAE,52000,1,PWL,0,Experimental Aerodynamics,W,10:30 am-01:20 pm,2,2,0,0,0,0,0,0,0,Steven P Schneider (P),01/12-05/02,AERO 028,Laboratory
AAE,52000,2,PWL,0,Experimental Aerodynamics,W,01:30 pm-04:20 pm,2,2,0,0,0,0,0,0,0,Steven P Schneider (P),01/12-05/02,AERO 028,Laboratory
AAE,52000,3,PWL,0,Experimental Aerodynamics,M,10:30 am-01:20 pm,2,1,1,0,0,0,0,0,0,Steven P Schneider (P),01/12-05/02,AERO 028,Laboratory
AAE,52000,4,PWL,0,Experimental Aerodynamics,R,01:30 pm-04:20 pm,2,2,0,0,0,0,0,0,0,Steven P Schneider (P),01/12-05/02,AERO 028,Laboratory
AAE,52000,5,PWL,0,Experimental Aerodynamics,T,01:30 pm-04:20 pm,2,0,2,0,0,0,0,0,0,Steven P Schneider (P),01/12-05/02,AERO 028,Laboratory
AAE,52000,6,PWL,0,Experimental Aerodynamics,T,10:30 am-01:20 pm,2,1,1,0,0,0,0,0,0,Steven P Schneider (P),01/12-05/02,AERO 028,Laboratory
AAE,52000,7,PWL,0,Experimental Aerodynamics,R,10:30 am-01:20 pm,2,2,0,0,0,0,0,0,0,Steven P Schneider (P),01/12-05/02,AERO 028,Laboratory
AAE,52000,8,PWL,0,Experimental Aerodynamics,F,01:30 pm-04:20 pm,2,1,1,0,0,0,0,0,0,Steven P Schneider (P),01/12-05/02,AERO 028,Laboratory
AAE,52000,9,PWL,0,Experimental Aerodynamics,M,01:30 pm-04:20 pm,2,2,0,0,0,0,0,0,0,Steven P Schneider (P),01/12-05/02,AERO 028,Laboratory
AAE,52000,10,PWL,0,Experimental Aerodynamics,F,10:30 am-01:20 pm,2,2,0,0,0,0,0,0,0,Steven P Schneider (P),01/12-05/02,AERO 028,Laboratory
AAE,52000,11,PWL,3,Experimental Aerodynamics,W,04:30 pm-05:20 pm,20,15,5,0,0,0,0,0,0,Steven P Schneider (P),01/12-05/02,NISW 184,Lecture
AAE,52000,12,PWL,0,Experimental Aerodynamics,M,04:30 pm-05:20 pm,20,15,5,0,0,0,0,0,0,Steven P Schneider (P),01/12-05/02,NISW 184,Recitation
AAE,52000,13,PWL,0,Experimental Aerodynamics,T,09:30 am-10:20 am,2,1,1,0,0,0,0,0,0,Steven P Schneider (P),01/12-05/02,OFFCMP TRVLTIME,Travel Time
AAE,52000,14,PWL,0,Experimental Aerodynamics,F,12:30 pm-01:20 pm,2,1,1,0,0,0,0,0,0,Steven P Schneider (P),01/12-05/02,OFFCMP TRVLTIME,Travel Time
AAE,52000,15,PWL,0,Experimental Aerodynamics,F,09:30 am-10:20 am,2,2,0,0,0,0,0,0,0,Steven P Schneider (P),01/12-05/02,OFFCMP TRVLTIME,Travel Time
AAE,52000,16,PWL,0,Experimental Aerodynamics,W,09:30 am-10:20 am,2,2,0,0,0,0,0,0,0,Steven P Schneider (P),01/12-05/02,OFFCMP TRVLTIME,Travel Time
AAE,52000,17,PWL,0,Experimental Aerodynamics,R,12:30 pm-01:20 pm,2,2,0,0,0,0,0,0,0,Steven P Schneider (P),01/12-05/02,OFFCMP TRVLTIME,Travel Time
AAE,52000,18,PWL,0,Experimental Aerodynamics,M,09:30 am-10:20 am,2,1,1,0,0,0,0,0,0,Steven P Schneider (P),01/12-05/02,OFFCMP TRVLTIME,Travel Time
AAE,52000,19,PWL,0,Experimental Aerodynamics,T,12:30 pm-01:20 pm,2,0,2,0,0,0,0,0,0,Steven P Schneider (P),01/12-05/02,OFFCMP TRVLTIME,Travel Time
AAE,52000,20,PWL,0,Experimental Aerodynamics,M,12:30 pm-01:20 pm,2,2,0,0,0,0,0,0,0,Steven P Schneider (P),01/12-05/02,OFFCMP TRVLTIME,Travel Time
AAE,52000,21,PWL,0,Experimental Aerodynamics,R,09:30 am-10:20 am,2,2,0,0,0,0,0,0,0,Steven P Schneider (P),01/12-05/02,OFFCMP TRVLTIME,Travel Time
AAE,52000,22,PWL,0,Experimental Aerodynamics,W,12:30 pm-01:20 pm,2,2,0,0,0,0,0,0,0,Steven P Schneider (P),01/12-05/02,OFFCMP TRVLTIME,Travel Time
AAE,53500,3,PWL,3,"Propulsion Design, Build, Test",R,03:30 pm-05:20 pm,24,11,13,0,0,0,0,0,0,Timothee Louis Pourpoint (P),01/12-05/02,CHAF 101,Lecture
AAE,53500,4,PWL,0,"Propulsion Design, Build, Test",T,03:30 pm-05:20 pm,24,11,13,0,0,0,0,0,0,Timothee Louis Pourpoint (P),01/12-05/02,CHAF 101,Laboratory
AAE,53900,1,PWL,3,Advanced Rocket Propulsion,MWF,01:30 pm-02:20 pm,55,35,20,0,0,0,0,0,0,Stephen D Heister (P),01/12-05/02,ARMS 1109,Lecture
AAE,55200,WNG,PWL,3,Nondestructive Evaluation Of Structures And Materials,MWF,09:30 am-10:20 am,75,22,53,0,0,0,0,0,0,Alten F Grandt (P),01/12-05/02,WANG 2599,Lecture
AAE,55500,WNG,PWL,3,Mechanics Of Composite Materials,MWF,11:30 am-12:20 pm,75,34,41,0,0,0,0,0,0,Johnathan Eugene Goodsell (P),01/12-05/02,WANG 2599,Lecture
AAE,56000,WNG,PWL,3,System-Of-Systems Modeling And Analysis,TR,10:30 am-11:45 am,45,32,13,0,0,0,0,0,0,Daniel A Delaurentis (P),01/12-05/02,WANG 2579,Lecture
AAE,56700,1,PWL,3,Introduction To Applied Stochastic Processes,MWF,11:30 am-12:20 pm,32,18,14,0,0,0,0,0,0,Arthur E Frazho (P),01/12-05/02,ARMS 3115,Lecture
AAE,56800,1,PWL,3,Applied Optimal Control And Estimation,MWF,02:30 pm-03:20 pm,32,22,10,0,0,0,0,0,0,Inseok Hwang (P),01/12-05/02,ARMS 3115,Lecture
AAE,59000,52,PWL,3,Design Build Test,MWF,03:30 pm-04:20 pm,30,8,22,0,0,0,30,34,-4,John P Sullivan (P),01/12-05/02,ARMS 1021,Lecture
AAE,59000,53,PWL,3,Mechanical Behavior Of Matl,TR,10:30 am-11:45 am,40,17,23,0,0,0,0,0,0,Michael D Sangid (P),01/12-05/02,ARMS 1021,Lecture
AAE,59000,54,PWL,3,Dynamic Behavior Of Materials,TR,01:30 pm-02:45 pm,32,5,27,0,0,0,32,10,22,Weinong W Chen (P),01/12-05/02,ARMS 3115,Lecture
AAE,59000,55,PWL,3,Hypersonic Perf And Design,MWF,01:30 pm-02:20 pm,32,15,17,0,0,0,0,0,0,Michael James Grant (P),01/12-05/02,ARMS 3115,Lecture
AAE,59000,56,PWL,3,Plasmas And Elect Discharges,TR,10:30 am-11:45 am,32,26,6,0,0,0,32,28,4,Sergey O Macheret (P),01/12-05/02,ARMS 3115,Lecture
AAE,59000,58,PWL,3,Practical Systems Thinking,MWF,09:30 am-10:20 am,34,30,4,0,0,0,34,31,3,Daniel Louis Dumbacher (P),01/12-05/02,EE 234,Lecture
AAE,59000,59,PWL,3,Systems Tools & Methodologies,MWF,11:30 am-12:20 pm,40,14,26,0,0,0,40,20,20,Charles Robert Kenley (P),01/12-05/02,MSEE B010,Lecture
AAE,59500,1,PWL,0,Aerospace Seminar,TR,03:00 pm-04:15 pm,1,0,1,0,0,0,0,0,0,Inseok Hwang (P),01/12-05/02,ARMS 1109,Lecture
AAE,60700,WNG,PWL,3,Variational Principles Of Mechanics,MWF,09:30 am-10:20 am,49,9,40,0,0,0,0,0,0,James M Longuski (P),01/12-05/02,WANG 2555,Lecture
AAE,62600,WNG,PWL,3,Turbulence And Turbulence Modeling,MWF,12:30 pm-01:20 pm,49,49,0,0,0,0,0,0,0,Gregory A Blaisdell (P),01/12-05/02,WANG 2555,Lecture
AAE,65400,1,PWL,3,Fracture Mechanics,TR,12:00 pm-01:15 pm,30,23,7,0,0,0,0,0,0,Chin-Teh Sun (P),01/12-05/02,ARMS 1021,Lecture
AAE,66600,1,PWL,3,"Nonlinear Dynamics, Systems, And Control",TR,01:30 pm-02:45 pm,37,28,9,0,0,0,0,0,0,Martin Corless (P),01/12-05/02,ARMS 1021,Lecture
AAE,69000,2,PWL,3,Multiscale Structural Mechnics,TR,01:30 pm-02:45 pm,45,13,32,0,0,0,0,0,0,Wenbin Yu (P),01/12-05/02,HAMP 3153,Lecture
ABE,20200,1,PWL,3,Thermodynamics In Biological Systems II,TR,09:00 am-10:15 am,58,51,7,0,0,0,0,0,0,David M Umulis (P),01/12-05/02,ABE 204,Lecture
ABE,21000,1,PWL,3,Thermodynamics Principles Of Engineering And Biological Systems,TR,10:30 am-11:45 am,45,31,14,0,0,0,0,0,0,Sadegh Dabiri Satari (P),01/12-05/02,ABE 204,Lecture
ABE,30100,1,PWL,3,Modeling And Computational Tools In Biological Engineering,TR,09:00 am-10:15 am,12,10,2,0,0,0,0,0,0,Bernard Y Tao (P),01/12-05/02,ABE 118,Lecture
ABE,30400,6,PWL,3,Bioprocess Engineering Laboratory,R,02:30 pm-06:20 pm,24,20,4,0,0,0,0,0,0,"Abigail S Engelberth (P), Jenna L Rickus",01/12-05/02,DLR 128,Laboratory
ABE,30400,7,PWL,0,Bioprocess Engineering Laboratory,T,01:30 pm-02:20 pm,24,24,0,0,0,0,0,0,0,"Abigail S Engelberth (P), Jenna L Rickus",01/12-05/02,DLR 128,Laboratory Preparation
ABE,30400,8,PWL,3,Bioprocess Engineering Laboratory,T,02:30 pm-06:20 pm,24,24,0,0,0,0,0,0,0,"Abigail S Engelberth (P), Jenna L Rickus",01/12-05/02,DLR 128,Laboratory
ABE,30400,9,PWL,0,Bioprocess Engineering Laboratory,R,01:30 pm-02:20 pm,24,20,4,0,0,0,0,0,0,"Abigail S Engelberth (P), Jenna L Rickus",01/12-05/02,DLR 128,Laboratory Preparation
ABE,30800,5,PWL,3,Heat And Mass Transfer In Food And Biological Systems,TR,10:30 am-11:45 am,45,42,3,0,0,0,0,0,0,Osvaldo H Campanella (P),01/12-05/02,ABE 205,Lecture
ABE,31400,1,PWL,3,Design Of Electronic Systems,MW,01:30 pm-02:20 pm,70,44,26,0,0,0,0,0,0,John H Lumkes (P),01/12-05/02,SMTH 118,Lecture
ABE,31400,2,PWL,0,Design Of Electronic Systems,W,09:30 am-11:20 am,35,27,8,0,0,0,0,0,0,John H Lumkes (P),01/12-05/02,DLR 131,Laboratory
ABE,31400,3,PWL,0,Design Of Electronic Systems,T,11:30 am-01:20 pm,35,17,18,0,0,0,0,0,0,John H Lumkes (P),01/12-05/02,DLR 131,Laboratory
ABE,32000,1,PWL,3,"Solid Modeling, Simulation, And Analysis",M,11:30 am-12:20 pm,16,15,1,0,0,0,0,0,0,Stanley Dean Harlow (P),01/12-05/02,ABE 205,Lecture
ABE,32000,2,PWL,0,"Solid Modeling, Simulation, And Analysis",W,03:30 pm-05:20 pm,16,15,1,0,0,0,0,0,0,Stanley Dean Harlow (P),01/12-05/02,ABE 118,Laboratory
ABE,33000,1,PWL,3,Design Of Machine Components,TR,09:30 am-10:20 am,27,17,10,0,0,0,0,0,0,Gary W Krutz (P),01/12-05/02,ABE 205,Lecture
ABE,33000,2,PWL,0,Design Of Machine Components,R,03:30 pm-05:20 pm,27,17,10,0,0,0,0,0,0,Gary W Krutz (P),01/12-05/02,ABE 102,Laboratory
ABE,37000,1,PWL,3,Biological/Microbial Kinetics And Reaction Engineering,MWF,12:30 pm-01:20 pm,60,57,3,0,0,0,0,0,0,Meng Deng (P),01/12-05/02,LILY G420,Lecture
ABE,44000,1,PWL,3,Cell And Molecular Design Principles,TR,12:00 pm-01:15 pm,36,7,29,0,0,0,0,0,0,Jenna L Rickus (P),01/12-05/02,ABE 301,Lecture
ABE,45700,1,PWL,3,Transport Operations In Food And Biological Engineering I,MWF,02:30 pm-03:20 pm,50,49,1,0,0,0,0,0,0,Ganesan Narsimhan (P),01/12-05/02,ABE 204,Lecture
ABE,48600,2,PWL,3,Agricultural Engineering Design,MW,03:30 pm-05:20 pm,36,21,15,0,0,0,58,83,-25,"Bernard Allen Engel (P), Robert Merton Stwalley",01/12-05/02,ABE 205,Laboratory
ABE,49500,1,PWL,1,GIS Techology Tools,TR,12:00 pm-01:15 pm,20,8,12,0,0,0,0,0,0,Jane R Frankenberger (P),01/12-02/15,ABE 204,Lecture
ABE,49500,2,PWL,1,Irrigation Technology Tools,TR,12:00 pm-01:15 pm,20,6,14,0,0,0,0,0,0,Vincent F Bralts (P),03/30-05/02,ABE 204,Lecture
ABE,49500,3,PWL,1,Storm Water Design,TR,12:00 pm-01:15 pm,20,6,14,0,0,0,0,0,0,Sara K Mcmillan (P),02/16-03/29,ABE 204,Lecture
ABE,49500,4,PWL,1,Proc Design Food & Bio Syst II,TR,05:30 pm-06:20 pm,50,43,7,0,0,0,0,0,0,Martin R Okos (P),01/12-05/02,ABE 204,Laboratory
ABE,49500,8,PWL,1,Ag Machinery For Engineers,T,05:30 pm-07:20 pm,25,6,19,0,0,0,0,0,0,"Gary W Krutz (P), Robert Merton Stwalley",03/09-04/26,ABE 301,Lecture
ABE,50100,1,PWL,3,Welding Engineering,T,11:30 am-12:20 pm,10,6,4,0,0,0,0,0,0,Gary W Krutz (P),01/12-05/02,ABE 102,Lecture
ABE,55700,1,PWL,3,Transport Operations In Food And Biological Systems II,MWF,02:30 pm-03:20 pm,5,1,4,0,0,0,0,0,0,Martin R Okos (P),01/12-05/02,ABE 212,Lecture
ABE,55800,1,PWL,3,Process Design For Food And Biological Systems,TR,02:30 pm-03:20 pm,48,43,5,0,0,0,0,0,0,Martin R Okos (P),01/12-05/02,ABE 204,Lecture
ABE,55800,2,PWL,0,Process Design For Food And Biological Systems,TR,03:30 pm-05:20 pm,48,43,5,0,0,0,0,0,0,Martin R Okos (P),01/12-05/02,ABE 204,Laboratory
ABE,58000,1,PWL,3,Process Engineering Of Renewal Resources,MWF,10:30 am-11:20 am,58,56,2,0,0,0,0,0,0,Nathan Scott Mosier (P),01/12-05/02,FORS 216,Lecture
ABE,62600,1,PWL,3,"Life Of A Faculty Entrepreneur; Discovery, Delivery, Translation",R,05:30 pm-08:20 pm,45,22,23,0,0,0,45,35,10,"Nathalie Agathe- Duval-Couetil (P), Michael Ralph Ladisch",01/12-05/02,MRGN 121,Lecture
ABE,62700,1,PWL,3,Colloidal Phenomena In Bioprocessing,MWF,09:30 am-10:20 am,30,10,20,0,0,0,0,0,0,Ganesan Narsimhan (P),01/12-05/02,ABE 205,Lecture
ABE,69100,5,PWL,3,Hydraulic Pwr Trains&Hybrd,T,08:30 am-10:20 am,25,4,21,0,0,0,25,13,12,Monika Ivantysynova (P),01/12-05/02,INOK 200,Lecture
ABE,69100,6,PWL,0,Hydraulic Pwr Trains&Hybrd,R,08:30 am-10:20 am,25,4,21,0,0,0,25,13,12,Monika Ivantysynova (P),01/12-05/02,INOK 200,Laboratory
ABE,69100,7,PWL,3,Quantitative Systems Biology,TR,12:00 pm-01:15 pm,20,14,6,0,0,0,0,0,0,David M Umulis (P),01/12-05/02,ABE 212,Lecture
ABE,69100,8,PWL,1,Water Science Seminar,R,09:30 am-10:20 am,15,5,10,0,0,0,0,0,0,Sara K Mcmillan (P),01/12-05/02,ABE 301,Lecture
ABE,69600,1,PWL,1,Graduate Seminar,R,03:30 pm-04:20 pm,36,24,12,0,0,0,0,0,0,"Nathan Scott Mosier (P), Abigail S Engelberth",01/12-05/02,ABE 301,Lecture
ABE,69700,1,PWL,1,Doctoral Professional Development,T,09:30 am-11:20 am,30,16,14,0,0,0,0,0,0,Abigail S Engelberth (P),01/12-03/08,ABE 301,Lecture
BME,20400,1,PWL,3,Biomechanics Of Hard And Soft Tissues,TR,12:00 pm-01:15 pm,96,89,7,0,0,0,0,0,0,Sarah Calve (P),01/12-05/02,MJIS 1001,Lecture
BME,20600,1,PWL,1,Biomechanics And Biomaterials Laboratory,T,09:00 am-11:50 am,24,21,3,0,0,0,0,0,0,"Corey P Neu (P), Lester J Smith",01/12-05/02,MJIS 1053,Laboratory
BME,20600,2,PWL,1,Biomechanics And Biomaterials Laboratory,T,01:30 pm-04:20 pm,24,24,0,0,0,0,0,0,0,"Corey P Neu (P), Lester J Smith",01/12-05/02,MJIS 1053,Laboratory
BME,20600,3,PWL,1,Biomechanics And Biomaterials Laboratory,R,09:00 am-11:50 am,24,22,2,0,0,0,0,0,0,"Corey P Neu (P), Lester J Smith",01/12-05/02,MJIS 1053,Laboratory
BME,20600,4,PWL,1,Biomechanics And Biomaterials Laboratory,R,01:30 pm-04:20 pm,24,22,2,0,0,0,0,0,0,"Corey P Neu (P), Lester J Smith",01/12-05/02,MJIS 1053,Laboratory
BME,25600,1,PWL,3,Physiological Modeling In Human Health,MWF,01:30 pm-02:20 pm,96,84,12,0,0,0,0,0,0,Charles Frederick Babbs (P),01/12-05/02,MJIS 1001,Lecture
BME,30600,8,PWL,0,Biotransport Laboratory,T,08:30 am-11:20 am,24,14,10,0,0,0,0,0,0,"Asem F Aboelzahab (P), Tamara L Kinzer-Ursem",01/12-05/02,MJIS 1061,Laboratory
BME,30600,9,PWL,0,Biotransport Laboratory,R,08:30 am-11:20 am,24,21,3,0,0,0,0,0,0,"Asem F Aboelzahab (P), Tamara L Kinzer-Ursem",01/12-05/02,MJIS 1061,Laboratory
BME,30600,10,PWL,0,Biotransport Laboratory,T,01:30 pm-04:20 pm,24,14,10,0,0,0,0,0,0,"Asem F Aboelzahab (P), Tamara L Kinzer-Ursem",01/12-05/02,MJIS 1061,Laboratory
BME,30600,11,PWL,0,Biotransport Laboratory,R,01:30 pm-04:20 pm,24,17,7,0,0,0,0,0,0,"Asem F Aboelzahab (P), Tamara L Kinzer-Ursem",01/12-05/02,MJIS 1061,Laboratory
BME,39500,13,PWL,1,Prof Development & Design BME,F,09:30 am-11:20 am,80,67,13,0,0,0,0,0,0,"Jacqueline Callihan Linnes (P), Asem F Aboelzahab , Andrew Owen Brightman , Ann Elizabeth Rundell , Lester J Smith",01/12-05/02,HIKS B853,Studio
BME,49500,1,PWL,1,Translation Sr Design Projects,W,10:30 am-11:20 am,5,0,5,0,0,0,0,0,0,"Pedro Irazoqui (P), Ann Elizabeth Rundell",01/12-05/02,MJIS 1053,Lecture
BME,49500,2,PWL,3,Introduction To Bioimaging,TR,12:00 pm-01:15 pm,39,33,6,0,0,0,0,0,0,Young L Kim (P),01/12-05/02,MJIS 1083,Lecture
BME,49500,3,PWL,3,Cell Mechanics,MWF,11:30 am-12:20 pm,39,9,30,0,0,0,0,0,0,Tae Yoon Kim (P),01/12-05/02,MJIS 1083,Lecture
BME,52800,MJD,PWL,3,Measurement And Stimulation Of The Nervous System,TR,01:30 pm-02:45 pm,20,11,9,0,0,0,20,20,0,Eugenio Culurciello (P),01/12-05/02,MJIS 1083,Lecture
BME,59500,6,PWL,1,Functional MRI Applications,F,09:30 am-10:20 am,15,16,-1,0,0,0,0,0,0,"Corey P Neu (P), Gregory George Tamer",01/12-03/08,MJIS 1083,Laboratory Preparation
BME,59500,8,PWL,3,Musculoskeletal Biol & Mechan,TR,09:00 am-10:15 am,12,8,4,0,0,0,0,0,0,"Joseph M Wallace (P), Andrew Owen Brightman",01/12-05/02,MJIS 1083,Lecture
BME,59500,MJ1,PWL,1,Engineering Ethics,R,04:30 pm-05:45 pm,39,7,32,0,0,0,0,0,0,Andrew Owen Brightman (P),01/12-05/02,MJIS 1083,Lecture
BME,59500,MJ2,PWL,3,Neural Mech Health & Disease,MWF,08:30 am-09:20 am,20,11,9,0,0,0,20,17,3,Edward L Bartlett (P),01/12-05/02,MJIS 1083,Lecture
BME,59500,MJD,PWL,3,Reg Approval Of Biomed Devices,T,03:00 pm-05:50 pm,39,17,22,0,0,0,0,0,0,Vickie Joanne Maris (P),01/12-05/02,MJIS 1083,Lecture
BME,69000,MJ4,PWL,0,Seminar In Biomedical Engineering,W,09:30 am-10:20 am,84,30,54,0,0,0,0,0,0,Craig J Goergen (P),01/12-05/02,MJIS 1001,Lecture
BME,69500,4,PWL,3,Cardiovascular BME & Imaging,TR,10:30 am-11:45 am,10,10,0,0,0,0,0,0,0,Craig J Goergen (P),01/12-05/02,MJIS 1083,Lecture
CE,20300,1,PWL,4,Principles And Practice Of Geomatics,MWF,09:30 am-10:20 am,45,39,6,0,0,0,0,0,0,Steven D Johnson (P),01/12-05/02,HAMP 1252,Lecture
CE,20300,3,PWL,0,Principles And Practice Of Geomatics,M,02:30 pm-05:20 pm,15,13,2,0,0,0,0,0,0,Felipe Anthony Tolliver (P),01/12-05/02,HAMP 1113,Laboratory
CE,20300,4,PWL,0,Principles And Practice Of Geomatics,T,02:30 pm-05:20 pm,15,15,0,0,0,0,0,0,0,Logan Adam Praay (P),01/12-05/02,HAMP 1113,Laboratory
CE,20300,8,PWL,0,Principles And Practice Of Geomatics,R,01:30 pm-04:20 pm,15,11,4,0,0,0,0,0,0,Logan Adam Praay (P),01/12-05/02,HAMP 1113,Laboratory
CE,22200,1,PWL,3,Life Cycle Engineering And Mangement Of Constructed Facilities,MWF,10:30 am-11:20 am,100,85,15,0,0,0,100,98,2,Dulcy M Abraham (P),01/12-05/02,HAMP 1144,Lecture
CE,23100,1,PWL,3,Engineering Materials I,MW,11:30 am-12:20 pm,120,105,15,0,0,0,0,0,0,Pablo Daniel Zavattieri (P),01/12-05/02,ARMS 1010,Lecture
CE,23100,2,PWL,0,Engineering Materials I,M,01:30 pm-03:20 pm,24,17,7,0,0,0,0,0,0,Parth Panchmatia (P),01/12-05/02,HAMP G150C,Laboratory
CE,23100,4,PWL,0,Engineering Materials I,M,03:30 pm-05:20 pm,24,22,2,0,0,0,0,0,0,Parth Panchmatia (P),01/12-05/02,HAMP G150C,Laboratory
CE,23100,6,PWL,0,Engineering Materials I,T,09:30 am-11:20 am,24,20,4,0,0,0,0,0,0,Warda Bint Ashraf (P),01/12-05/02,HAMP G150C,Laboratory
CE,23100,7,PWL,0,Engineering Materials I,T,11:30 am-01:20 pm,24,24,0,0,0,0,0,0,0,Kho Pin Verian (P),01/12-05/02,HAMP G150C,Laboratory
CE,23100,8,PWL,0,Engineering Materials I,T,03:30 pm-05:20 pm,24,22,2,0,0,0,0,0,0,Belayneh Berhanu Desta (P),01/12-05/02,HAMP G150C,Laboratory
CE,23100,11,PWL,0,Engineering Materials I,F,11:30 am-12:20 pm,120,105,15,0,0,0,0,0,0,Pablo Daniel Zavattieri (P),01/12-05/02,ARMS 1010,Laboratory Preparation
CE,27000,1,PWL,0,Introductory Structural Mechanics,T,11:30 am-02:20 pm,24,18,6,0,0,0,0,0,0,Quang Dinh Nguyen (P),01/12-05/02,HAMP 2118,Laboratory
CE,27000,3,PWL,0,Introductory Structural Mechanics,T,02:30 pm-05:20 pm,24,22,2,0,0,0,0,0,0,Kuo Guo (P),01/12-05/02,HAMP 2118,Laboratory
CE,27000,7,PWL,4,Introductory Structural Mechanics,MWF,08:30 am-09:20 am,120,110,10,0,0,0,0,0,0,Amit H Varma (P),01/12-05/02,ME 1130,Lecture
CE,27000,8,PWL,0,Introductory Structural Mechanics,W,02:30 pm-05:20 pm,24,22,2,0,0,0,0,0,0,Carissa M Maes (P),01/12-05/02,HAMP 1113,Laboratory
CE,27000,9,PWL,0,Introductory Structural Mechanics,R,11:30 am-02:20 pm,24,24,0,0,0,0,0,0,0,Quang Dinh Nguyen (P),01/12-05/02,HAMP 2118,Laboratory
CE,27000,10,PWL,0,Introductory Structural Mechanics,R,02:30 pm-05:20 pm,24,24,0,0,0,0,0,0,0,Carissa M Maes (P),01/12-05/02,HAMP 2118,Laboratory
CE,29202,1,PWL,2,Contemporary Issues In Civil Engineering,W,03:30 pm-04:20 pm,50,43,7,0,0,0,0,0,0,John C Tompkins (P),01/12-05/02,HAMP 1252,Lecture
CE,29202,2,PWL,0,Contemporary Issues In Civil Engineering,W,01:30 pm-02:20 pm,25,18,7,0,0,0,0,0,0,John C Tompkins (P),01/12-05/02,HAMP 2117,Recitation
CE,29202,3,PWL,0,Contemporary Issues In Civil Engineering,W,02:30 pm-03:20 pm,25,25,0,0,0,0,0,0,0,John C Tompkins (P),01/12-05/02,HAMP 2117,Recitation
CE,29700,1,PWL,3,Basic Mechanics I (Statics),MWF,12:30 pm-01:20 pm,140,124,16,0,0,0,0,0,0,Mohammad Reza Jahanshahi (P),01/12-05/02,WTHR 104,Lecture
CE,29800,1,PWL,3,Basic Mechanics II Dynamics,MWF,07:30 am-08:20 am,150,97,53,0,0,0,0,0,0,Dennis A Lyn (P),01/12-05/02,ARMS 1010,Lecture
CE,31100,1,PWL,3,Architectural Engineering,TR,01:30 pm-02:45 pm,48,15,33,0,0,0,0,0,0,Panagiota Karava (P),01/12-05/02,EE 117,Lecture
CE,33100,1,PWL,0,Engineering Materials II,F,11:30 am-12:20 pm,60,54,6,0,0,0,0,0,0,William Jason Weiss (P),01/12-05/02,HAMP 1144,Laboratory Preparation
CE,33100,2,PWL,3,Engineering Materials II,MW,11:30 am-12:20 pm,60,54,6,0,0,0,0,0,0,William Jason Weiss (P),01/12-05/02,HAMP 1144,Lecture
